aleksAndar	Ncmsn	aleksandar
avlIju	Ncfsa	avlija
.	Z	.

a	Cc	a
bOlje	Rgc	dobro
da	Cs	da
prošEtamo	Vmr1p	prošetati
krOz	Sa	kroz
čAršiju	Ncfsa	čaršija
.	Z	.

pa	Cc	pa
.	Z	.

mAlo	Rgp	malo
tEže	Vmr3p	težiti
.	Z	.

ne	Qz	ne
znAM	Vmr1s	znati
.	Z	.

da	Cs	da
dvOrište	Ncnsn	dvorište
Avlija	Ncfsn	avlija
.	Z	.

Ima	Vmr3s	imati
kOd	Sg	kod
nas	Pp1-pg	mi
jEdan	Mlcmsn	jedan
čOvek	Ncmsn	čovek
slAđan	Npmsn	Slađan
Ilić	Npmsn	Ilić
On	Pp3msn	on
bAš	Rgp	baš
tO	Pd-nsn	taj
tAj	Pdsn	taj
dIjalekt	Ncmsn	dijalekt
Ima	Vmr3s	imati
svOje	Pxpa	svoj
pEsme	Ncfpa	pesma
.	Z	.

ne	Qz	ne
zAm	Vmr1s	znati
dAl	Vmp-sm	dati
ste	Var2p	biti
čUli	Vmp-pm	čuti
za	Sa	za
njEga	Pp3msa	on
.	Z	.

tU	Rgp	tu
živI	Vmr3s	živeti
u	Sl	u
gu/	Ncnsl	gue
mAlo	Rgp	malo
Iza	Sg	iza
grAda	Ncmsg	grad
u	Sl	u
trgOvištu	Ncnsl	trgovište
žIvi	Ncfsl	živa
.	Z	.

i	Cc	i
Onda	Rgp	onda
On	Pp3msn	on
Ima	Vmr3s	imati
nEke	Pipn	neki
pEsme	Ncfpn	pesma
tI	Pp2-sn	ti
s/	X	s/
tI	Pp2-sn	ti
si	Px--sd	sebe
znAo	Vmpm	znati
nEku	Sa	nEku
pEsmu	Ncfsa	pesma
d	Cs	da
isprIčaš	Vmr2s	ispričati
.	Z	.

((?))	X	((?))
znAči	Vmr3s	značiti
bAš	Qo	baš
.	Z	.

tAj	Pdsn	taj
gOvor	Ncmsn	govor
tO	Pd-nsn	taj
svE	Pi-nsn	sav
znAči	Vmr3s	značiti
.	Z	.

da	Qr	da
.	Z	.

da	Cs	da
i	Qo	i
kao	Cs	kao
znAo	Vmp-sm	znati
sam	Var1s	biti
nEke	Pipa	neki
pEsme	Ncfpn	pesma
ali	Cc	ali
ne	Qz	ne
((?))	X	((?))
.	Z	.

el	Qq	jel
znAš	Vmr2s	znati
nEku	Pi-fsa	neki
pEsmu	Ncfsa	pesma
.	Z	.

ma	I	ma
ne	Qz	ne
znAm	Vmr1s	znati
Ima	Vmr3s	imati
jOš	Rgp	još
nEšto	Pi3n-a	nešto
onO	Pd-nsa	onaj
.	Z	.

Ima	Vmr3s	imati
za	Sa	za
vIšnje	Ncfpa	višnja
Ima	Vmr3s	imati
nEšto	Pi3n-a	nešto
.	Z	.

nEma	Vmr3s	imati
pOjma	Ncmsg	pojam
uglAvnom	Rgp	uglavnom
je	Var3s	biti
s	Si	sa
.	Z	.

((?))	X	((?))
svE	Pi-nsn	sav
svAka	Pi-fsn	svaki
pEsma	Ncfsn	pesma
se	Pxsa	sebe
svOdi	Vmr3s	svoditi
na	Sa	na
tO	Pd-nsa	taj
.	Z	.

da	Cs	da
Imam	Vmr1s	imati
((?))	X	((?))
.	Z	.

mAmo	Ncfsv	mama
tAto	Rgp	tato
jA	Pp1-sn	ja
otOdim	Vmr1s	otoditi
da	Cs	da
po	Sl	po
vAroš	Rgp	varoš
se	Px--sa	sebe
sprovOdim	Vmr1s	sprovoditi
takvO	Pd-nsn	takav
Ima	Vmr3s	imati
.	Z	.

Ima	Vmr3s	imati
Isto	Rgp	isto
uvOšćim	Mdc	uvošćim
ukOčim	Vmr1s	ukočiti
.	Z	.

Umešto	Rgp	umešto
ne	Qz	ne
kAže	Vmr3s	kazati
rEcimo	Vmr1p	reći
nEko	Pi-nsa	neki
.	Z	.

ukOčim	Vmr1s	ukočiti
nEgo	Cc	nego
uvOštim	Vmr1s	uvoštiti
.	Z	.

da	Qr	da
.	Z	.

da	Cs	da
ali	Qq	ali
ali	Cc	ali
mEđusobno	Rgp	međusobno
mEđusobno	Rgp	međusobno
u	Sl	u
komunicIramo	Vmr1p	komunicirati
rEcimo	Vmr1p	reći
jA	Pp1-sn	ja
i	Qo	i
On	Pp3msn	on
ali	Cc	ali
g	Pp3msa	on
lUpam	Vmr1s	lupati
kAd	Cs	kad
Odemo	Vmr1p	otići
u	Sl	u
nEkom	Agpnsly	neki
drUštvu	Ncnsl	društvo
.	Z	.

mEni	Ncfsd	mena
glUpo	Rgp	glupo
da	Cs	da
prIčam	Vmr1s	pričati
tAko	Rgp	tako
jEl	Qq	jel
znAte	Vmr2p	znati
.	Z	.

də	Vmr3s	dati
izglEda	Vmr3s	izgledati
mi	Pp1-pn	ja
smEšno	Rgp	smešno
ili	Cc	ili
.	Z	.

nEko	Pi3m	neko
se	Pxsa	sebe
smEje	Vmr3s	smejati
jEr	Cs	jer
On	Pp3msn	on
ni	Cc	ni
znAči	Vmr3s	značiti
a	Cc	a
smEje	Vmr3s	smejati
se	Px--sa	sebe
.	Z	.

da	Qr	da
da	Qr	da
.	Z	.

viljUšće	Qr	viljUšće
.	Z	.

konjA	Ncmsay	konj
.	Z	.

Ima	Vmr3s	imati
prIča	Vmr3s	pričati
Isto	Rgp	isto
.	Z	.

kAd	Cs	kad
je	Vcr3s	biti
.	Z	.

čOvek	Ncmsn	čovek
kOji	Pisn	koji
vOzi	Vmr3s	voziti
kamiOn	Ncmsan	kamion
srEo	Vmp-sm	sresti
tu	Rgp	tu
kao	Cs	kao
žEnu	Ncfsa	žena
nAvodno	Rgp	navodno
i	Cc	i
rEko	Vma1s	reći
joj	Pp3fsd	on
.	Z	.

gdE	Rgp	gde
si	Px--sd	sebe
pOšla	Vmp-sf	poći
i	Cc	i
Ona	Pp3fsn	on
.	Z	.

i	Cc	i
onA	Pp3fsn	on
kAže	Vmr3s	kazati
.	Z	.

do	Sg	do
kUću	Ncfsa	kuća
da	Cs	da
si	Px--sd	sebe
Uzem	Agpfpny	uzei
nEke	Ncfpn	neka
stvAri	Ncfpn	stvar
.	Z	.

((?))	X	((?))
i	Cc	i
.	Z	.

On	Pp3msn	on
i	Cc	i
pIta	Vmr3s	pitati
a	Cc	a
gdE	Rgp	gde
žIviš	Vmr2s	živeti
tI	Pp2-sn	ti
a	Cc	a
Ona	Pp3fsn	on
kAže	Vmr3s	kazati
pa	Cc	pa
tU	Rgp	tu
u	Sa	u
zUniče	Npmpa	zUnič
.	Z	.

i	Cc	i
.	Z	.

sUtra	Rgp	sutra
dAn	Ncmsn	dan
ne	Qz	ne
znAm	Vmr1s	znati
tAj	Pd-msn	taj
čovEk	Ncmsn	čovek
znAo	Vmpm	znati
od	Sg	od
odAkle	Rgp	odakle
e	Var3s	biti
ta	Pdsn	taj
devOjka	Ncfsn	devojka
šta	Pi3n	što
je	Var3s	biti
već	Rgp	već
bIla	Vapf	biti
i	Cc	i
On	Pp3msn	on
isprIča	Vmr3s	ispričati
svE	Pi-nsn	sav
tO	Pd-nsn	taj
i	Cc	i
kAd	Cs	kad
.	Z	.

njEni	Ps3mpn	njen
rOditelji	Ncmpn	roditelj
otvOre	Vmr3p	otvoriti
ormAr	Ncmsan	ormar
gdE	Rgp	gde
su	Var3p	biti
njoj	Pp3fsd	on
sedEle	Vmp-pf	sedeti
stvAri	Ncfpn	stvar
.	Z	.

((?))	X	((?))
u	Sl	u
ormAru	Ncmsl	ormar
nedostAju	Vmr3p	nedostajati
nEke	Agpfpny	neki
stvAri	Ncfpn	stvar
kao	Cs	kao
.	Z	.

kao	Cs	kao
da	Cs	da
je	Var3s	biti
dOšla	Vmpf	doći
prEko	Sg	preko
nOć	Ncfsa	noć
da	Cs	da
Uzme	Vmr3s	uzeti
stvAri	Ncfpa	stvar
i	Cc	i
otIšla	Vmp-sf	otići
odAtle	Rgp	odatle
.	Z	.

vlAška	Agpfsny	vlaški
mAgija	Ncfsn	magija
.	Z	.

