dObar	Agpmsnn	dobar

vunAra	Ncfsn	vunara
ovdE	Rgp	ovde
pa	Cc	pa
uvlAče	Vmr3p	uvlačiti
vUnu	Ncfsa	vuna
pa	Cc	pa
.	Z	.

do	Sg	do
pOla	Rgp	pola
nOć	Ncfsa	noć
predEmo	Vmr1p	presti
i	Cc	i
bAba	Ncfsn	baba
i	Cc	i
tEtka	Ncfsn	tetka
i	Cc	i
svekRva	Ncfsn	svekrva
i	Cc	i
jA	Pp1-sn	ja
i	Cc	i
.	Z	.

n	Qz	ne
nEma	Vmr3s	imati
dRemka	Ncfsn	dremka
nEma	Vmr3s	imati
nIšta	Pi3n-n	ništa
kOj	Cs	kao
te	Pp2-sa	ti
pIta	Vmr3s	pitati
mOra	Vmr3s	morati
se	Pxsa	sebe
rabOti	Vmr3s	rabotati
•	X	•
pa	Cc	pa
tkanjE	Ncnsn	tkanje
.	Z	.

ako	Cs	ako
se	Pxsa	sebe
ne	Qz	ne
izAtka	Pi3n-n	izAtka
šA	Vcr3s	ša
((XXX))	X	((xxx))
.	Z	.

Ima	Vmr3s	imati
d	Cs	da
Idu	Vmr3p	ići
golI	Agpmpny	gol
.	Z	.

pa	Cc	pa
peškirI	Ncmpn	peškir
pa	Cc	pa
čaršAvi	Ncmpn	čaršav
za	Sa	za
krEveti	Ncmpn	krevet
pa	Cc	pa
.	Z	.

mOre	I	more
pa	Cc	pa
ćilImi	Ncmpg	ćilim
ev	I	evo
enE	I	eno
pUni	Agpmsny	pun
sandAci	Ncmsn	sandaci
.	Z	.

dabOme	Qr	dabome
.	Z	.

i	Cc	i
Otkupi	Vmr3s	otkupiti
i	Cc	i
svE	Pi-nsn	sav
.	Z	.

razvUkoše	Vma3p	razvući
bilO	Vapn	biti
srEđeno	Agpnsny	srediti
i	Cc	i
po	Sa	po
zAdrugu	Ncfsa	zadruga
i	Cc	i
kafAna	Ncfsn	kafana
radEla	Npmsg	radEl
i	Cc	i
.	Z	.

razvUkoše	Vma3p	razvući
onOj	Pd-nsa	onaj
.	Z	.

naprAeno	Appnsny	napraviti
lEpo	Rgp	lepo
svE	Pi-nsn	sav
Ukrasi	Vmr3s	ukrasiti
jedAn	Mlcmsn	jedan
na	Sl	na
.	Z	.

jednO	Mlcnsn	jedan
drUgi	Mlompn	drugi
drUgo	Rgp	drugo
naplaćuvAli	Mdc	naplaćuvali
tAm	Rgp	tamo
što	Cs	što
radEli	Vmp-pm	radeti
.	Z	.

i	Cc	i
bilI	Vcp-pm	biti
zapOšljeni	Agpmpny	zapošljen
gOr	Vmr3p	gti
da	Cs	da
ljUdi	Ncmpn	čovek
.	Z	.

u	Sa	u
zAdrugu	Ncfsa	zadruga
radEli	Vmp-pm	radeti
nAši	Ps1mpn	naš
mlAdi	Agpmpny	mlad
.	Z	.

pa	Cc	pa
Išlo	Vmp-sn	ići
lEpo	Rgp	lepo
mOglo	Vmp-sn	moći
se	Px--sa	sebe
Uzne	Vmr3s	uzeti
te	Pdpa	taj
takO	Rgp	tako
od	Sg	od
stOku	Ncfsa	stoka
davAli	Vmp-pm	davati
nEki	Pi-mpn	neki
pOmoć	Ncfsa	pomoć
nEšto	Pi3n-a	nešto
pa	Cc	pa
omAkneš	Vmr2s	omaći
pa	Cc	pa
pOsle	Rgp	posle
se	Px--sa	sebe
i	Cc	i
vrAtiš	Vmr2s	vratiti
pa	Cc	pa
.	Z	.

svE	Pi-nsn	sav
a	Cc	a
sƏg	Rgp	sad
.	Z	.

nEma	Vmr3s	imati
nIšta	Pi3n-a	ništa
.	Z	.

da	Cs	da
nesmO	Var1p	biti
uplaćAli	Vmp-pm	uplaćati
pEnzijice	Sa	pEnzijice
te	Pdpa	taj
sAg	Rgp	sad
mUka	Ncfsn	muka
bi	Vaa3s	biti
bilO	Vcp-sn	biti
.	Z	.

nem	Vmr3s	nemati
ne	Qz	ne
mOž	Vmr3s	moći
da	Cs	da
čUvamo	Vmr1p	čuvati
tOlku	Ncmsay	tolka
stOku	Ncfsa	stoka
gOrivo	Agpnsny	goriv
skUpo	Agpnsny	skup
ne	Qz	ne
mOž	Vmr3s	moći
da	Cs	da
prozvOdiš	Vmr2s	prozvoditi
nIšta	Pi3n-a	ništa
bOg	Ncmsn	bog
zna	Vmr3s	znati
da	Cs	da
prOdaš	Vmr2s	prodati
.	Z	.

i	Cc	i
o	Sl	o
nekAdruje	Npmpa	nekAdruja
se	Px--sa	sebe
.	Z	.

a	Cc	a
da	Cs	da
nEmaš	Vmr2s	imati
dinAr	Ncmsn	dinar
od	Sg	od
kvO	Pi-nsa	kvo
da	Cs	da
g	Pp3msa	on
Uzmeš	Vmr2s	uzeti
.	Z	.

Imamo	Vmr1p	imati
Sina	Ncmsay	sin
i	Cc	i
gde	Rgp	gde
radEl	Vmp-sm	raditi
•	X	•
radEl	Vmp-sm	raditi
po	Sl	po
.	Z	.

Ovde	Rgp	ovde
Ovde	Rgp	ovde
plOčice	Ncfpn	pločica
Ovaj	Pd-msn	ovaj
.	Z	.

lEpi	Vmr3s	lepiti
tAm	Rgp	tamo
po	Si	po
građevInu	Ncfsa	građevina
.	Z	.

nIt	Ncfsa	nit
rAdni	Agpmsny	radni
stAž	Ncmsn	staž
nIt	Ncfsa	nit
smo	Var1p	biti
mu	Pp3msd	on
mI	Pp1-pn	ja
uplaćAli	Vmp-pm	uplaćati
.	Z	.

kAd	Cs	kad
su	Var3p	biti
se	Px--sa	sebe
oženIli	Vmp-pm	oženiti
Oni	Pp3mpn	oni
.	Z	.

trEb	Npmsn	trEb
praImo	Vmr1p	praviti
svAdbu	Ncfsa	svadba
onI	Pp3mpn	oni
.	Z	.

dIgoše	Vma3p	dići
se	Pxsa	sebe
odselIše	Vma3p	odseliti
se	Pxsa	sebe
u	Sa	u
zAjčar	Npmsn	zaječar
ni	Cc	ni
rAdi	Vmr3s	raditi
snA	Npfsn	snA
ni	Cc	ni
rAdi	Vmr3s	raditi
On	Pp3msn	on
.	Z	.

onA	Pp3fsn	on
məšIna	Ncfsn	məšina
do	Sg	do
zUbi	Ncmpn	zub
tAm	Rgp	tamo
se	Pxsa	sebe
pOrodi	Vmr3s	poroditi
plaćAli	Vmp-pm	plaćati
stAn	Ncmsn	stan
.	Z	.

od	Sg	od
svAdbu	Ncfsa	svadba
odnEli	Vmp-pm	odneti
.	Z	.

parIcete	Ncfpa-t	parica
dOk	Cs	dok
trajAle	Vmp-pf	trajati
.	Z	.

onI	Pp3mpn	oni
sedEli	Vmp-pm	sedeti
.	Z	.

na	Sa	na
gOr	Ncmsan	gor
na	Sa	na
dOl	Rgp	dole
tOj	Pd-nsn	taj
potrošIli	Vmp-pm	potrošiti
nEma	Vmr3s	imati
nIšta	Pi3n-n	ništa
ne	Qz	ne
rAdi	Vmr3s	raditi
ni	Cc	ni
jedAn	Mlcmsn	jedan
vrnUše	Vma3p	vrnuti
se	Px--sa	sebe
ovdEkaj	Rgp	ovde
.	Z	.

mI	Pp1-pn	ja
ju	Pp3fsa	on
pOsle	Rgp	posle
zaposlImo	Vmr1p	zaposliti
nju	Pp3fsa	on
.	Z	.

u	Sa	u
zAdrugu	Ncfsa	zadruga
ovAj	Pd-msn	ovaj
moj	Ps1msn	moj
nE	Qz	ne
završIl	Vmp-sm	završiti
trI	Mlc	tri
gOdin	Ncfpn	godina
sAmo	Rgp	samo
imA	Vmr3s	imati
•	X	•
srEdnju	Ncfsa	srednja
.	Z	.

dOk	Cs	dok
radEla	Vmp-sf	radeti
.	Z	.

onA	Pp3fsn	on
pOrade	Vmr3p	poraditi
tUj	Rgp	tu
mAlo	Rgp	malo
pOsle	Rgp	posle
joj	Pp3fsd	on
se	Px--sa	sebe
ne	Qz	ne
svIđa	Vmr3s	sviđati
Oće	Var3s	hteti
u	Sl	u
knjAževac	Npmsl	knjaževac
odsEliše	Vmr3s	odseliti
se	Px--sa	sebe
dOle	Rgp	dole
.	Z	.

On	Pp3msn	on
na	Sl	na
gOr	Agpmply	gor
na	Sa	na
dOl	Rgp	dole
.	Z	.

nIsmo	Var1p	biti
mu	Pp3msd	on
mI	Pp1-pn	ja
uplaćAli	Rgp	uplaćali
ni	Qo	ni
On	Pp3msn	on
uplAća	Npfsn	uplAća
ni	Cc	ni
gdE	Cs	gde
radEl	Vmp-sm	raditi
ni	Cc	ni
što	Cs	što
Ima	Vmr3s	imati
.	Z	.

i	Cc	i
sAg	Rgp	sad
.	Z	.

jUtre	Ncfpn	jutra
kAd	Cs	kad
mI	Pp1-pn	ja
nEgde	Rgp	negde
nestAnemo	Vmr1p	nestati
.	Z	.

On	Pp3msn	on
na	Sa	na
Ulicu	Ncfsa	ulica
.	Z	.

kakvO	Pi-nsn	kakav
li	Qq	li
će	Var3s	hteti
da	Cs	da
da	Cs	da
rabOti	Vmr3s	rabotati
.	Z	.

ni	Cc	ni
mOž	Vmr3s	moći
da	Cs	da
pokrEne	Vmr3s	pokrenuti
pOlje	Ncnsa	polje
da	Cs	da
rabOti	Vmr3s	rabotati
.	Z	.

ni	Cc	ni
nIti	Cc	niti
Ima	Vmr3s	imati
o	Sl	o
tAm	Rgp	tamo
što	Cs	što
.	Z	.

a	Cc	a
takOj	Rgp	tako
sAg	Rgp	sad
i	Cc	i
unUk	Ncmsn	unuk
i	Cc	i
On	Pp3msn	on
nIgde	Rgp	nigde
ne	Qz	ne
.	Z	.

pOpre	Rgc	popre
.	Z	.

radEli	Vmp-pm	radeti
smo	Var1p	biti
svI	Pi-mpn	sav
na	Sa	na
sElo	Ncnsa	selo
.	Z	.

svI	Pi-mpn	sav
.	Z	.

tOj	Pd-nsn	taj
bilO	Vcp-sn	biti
prvoklAsna	Agpfsny	prvoklasan
kUḱa	Ncfsn	kuća
u	Sa	u
selO	Ncnsa	selo
i	Cc	i
prvoklAsno	Agpnsny	prvoklasan
imAnje	Ncnsn	imanje
.	Z	.

tUj	Rgp	tu
tagAj	Rgp	tada
na	Sa	na
.	Z	.

ravnI/	Agpfsny	ravnii
ravnIca	Ncfsn	ravnica
svE	Pi-nsn	sav
zgOdno	Rgp	zgodno
.	Z	.

Imamo	Vmr1p	imati
tAmo	Rgp	tamo
.	Z	.

ovOlka	Pi-fsn	ovoliki
.	Z	.

kUća	Ncfsn	kuća
dvE	Mlcf-n	dva
•	X	•
dvE	Mlcf	dva
trI	Mlc	tri
sObe	Ncfsg	soba
i	Cc	i
tAm	Rgp	tamo
smo	Var1p	biti
vOdu	Ncfsa	voda
dol	Rgp	dole
((XXX))	X	((xxx))
navEli	Vmp-pm	navesti
.	Z	.

svA	Agpfsny	sav
zgOda	Ncfsn	zgoda
ali	Cc	ali
trEba	Vmr3s	trebati
da	Cs	da
.	Z	.

da	Cs	da
se	Pxsa	sebe
porAdi	Vmr3s	poraditi
nEće	Var3s	hteti
sAmo	Rgp	samo
da	Cs	da
nazRneš	Vmr3s	nazrnešti
pa	Cc	pa
da	Cs	da
si	Px--sd	sebe
otIdeš	Ncfpn	otidea
.	Z	.

sAdim	Vmr1s	saditi
bAštu	Ncfsa	bašta
Imamo	Vmr1p	imati
vinOgradi	Px--sd	vinOgradi
Ima	Vmr3s	imati
svE	Pi-nsn	sav
.	Z	.

i	Cc	i
šljIve	Ncfpn	šljiva
nekolkO	Rgp	nekoliko
Imamo	Vmr1p	imati
sAg	Rgp	sad
.	Z	.

Unukat	Ncmsn-t	unuk
i	Cc	i
prodAde	Vma3s	prodati
tAm	Rgp	tamo
uzEl	Vmp-sm	uzeti
.	Z	.

dvA	Mlc	dva
trinAes	Mlc	trinaest
Iljada	Npfsn	Iljada
.	Z	.

da	Cs	da
regIstruje	Vmr3s	registrovati
kOla	Ncnpn	kola
.	Z	.

a	Cc	a
kAd	Cs	kad
pomEnemo	Vmr1p	pomenuti
da	Cs	da
se	Pxsa	sebe
sAdi	Vmr3s	saditi
jA	Pp1-sn	ja
nEću	Var1s	nEću
šljIve	Vmr3p	šljiviti
da	Cs	da
sAdim	Vmr1s	saditi
jA	Pp1-sn	ja
ću	Var1s	hteti
sAmo	Rgp	samo
vIšnje	Rgp	višnje
.	Z	.

nIkoj	Pi3m-n	niko
te	Pp2-sa	ti
nIšta	Pi3n-a	ništa
ne	Qz	ne
sposlušAva	Vmr3s	sposlušavati
.	Z	.

nIti	Cc	niti
Oḱe	Var3s	Oḱe
da	Cs	da
se	Px--sa	sebe
privAte	Vmr3s	privivati
.	Z	.

jEdan	Mlcmsn	jedan
vatIl	Npmsn	vatIl
na	Sa	na
ədnU	Pdsa	ədnU
strAnu	Ncfsa	strana
drUgi	Mlompn	drugi
na	Sl	na
drUgu	Mlofsa	drugi
.	Z	.

trEći	Mlomsn	treći
na	Sa	na
trEću	Mlofsa	treći
.	Z	.

snAta	Ncfsn-t	snaha
napinjA	Npmsg	napinj
no	Cc	no
se	Pxsa	sebe
edAn	Mlcmsn	jedan
pUt	Ncmsn	put
su	Var3p	biti
se	Px--sa	sebe
manjuvAli	Vmp-pm	manjuvati
pa	Cc	pa
se	Px--sa	sebe
sastaIše	Ncfpn	sastaiša
.	Z	.

sAg	Rgp	sad
pa	Cc	pa
napEla	Vmp-sf	napeti
no	I	no
s	Si	sa
našlA	Vmp-sf	naći
onA	Pp3fsn	on
iz	Sg	iz
krIvi	Agpmsny	kriv
vIr	Ncmsn	vir
našlA	Vmp-sf	naći
nEkoga	Npmsg	nEki
tAm	Rgp	tamo
si	Px--sd	sebe
is	Sg	iz
krIvi	Agpmsny	kriv
vir	Ncmsn	vir
i	Cc	i
Ide	Vmr3s	ići
u	Sl	u
svAku	Npmsl	svAk
.	Z	.

nedElju	Ncfsa	nedelja
odozdOl	Npmsn	odozdOl
s	Sg	sa
kOla	Ncfpn	kola
.	Z	.

štO	Cs	što
da	Cs	da
ne	Qz	ne
prIčam	Vmr1s	pričati
kup/	Ncfpn	kupa
uvAmo	Vmr1p	uvati
dOle	Rgp	dole
kupIla	Vmpf	kupiti
kUḱu	Ncfsa	kuća
.	Z	.

mI	Pp1-pn	ja
mI	Pp1-pn	ja
i	Cc	i
pomagAmo	Vmr1p	pomagati
trI	Mlc	tri
četrI	Mlc	četiri
Iljade	Ncfsg	iljada
Evra	Ncmsg	evro
•	X	•
kakvO	Pi-nsn	kakav
smo	Var1p	biti
imAli	Vmp-pm	imati
.	Z	.

i	Cc	i
pOs	Rgp	posle
ne	Qz	ne
dopraljAše	Vmr3s	dopraljasati
•	X	•
tOi	Vmp-pm	tti
nIšta	Pi3n-a	ništa
.	Z	.

došlO	Vmp-sn	doći
ni	Qo	ni
paraunUčeto	Agpnsny	paraunučet
pa	Cc	pa
velI	Vmr3s	velim
bAbo	Ncfsv	baba
onO	Pd-nsa	onaj
.	Z	.

bAba	Ncfsn	baba
ljIlja	Npfsn	Ljilja
pravIla	Npfsn	pravIla
kUću	Ncfsa	kuća
.	Z	.

pa	Cc	pa
rEko	Vma1s	reći
kAd	Cs	kad
ju	Pp3fsa	on
pravIla	Vmp-sf	praviti
onA	Pp3fsn	on
nEka	Cs	neka
ju	Pp3fsa	on
nOsi	Vmr3s	nositi
a	Cc	a
dEda	Ncmsn	deda
grAde	Vmr3p	graditi
nEka	Qo	neka
vAti	Ncmpn	vat
svE	Pi-nsn	sav
pa	Cc	pa
nEk	Pi-msn	neki
Ide	Vmr3s	ići
.	Z	.

jA	Pp1-sn	ja
nEmam	Vmr1s	imati
vIše	Rgc	mnogo
rEči	Ncfpn	reč
.	Z	.

nIkom	Npfsi	Nika
nIšta	Pi3n-a	ništa
ne	Qz	ne
mOgu	Vmr1s	moći
da	Cs	da
dokAžem	Vmr1s	dokazati
.	Z	.

da	Cs	da
bUdu	Var3p	biti
kAno	Pdpn	kAno
ljUdi	Ncmpn	čovek
.	Z	.

i	Cc	i
Eto	I	eto
takvO	Pd-nsn	takav
sIne	Ncmsv	sin
ne	Qz	ne
vAlja	Vmr3s	valjati
.	Z	.

kAd	Cs	kad
se	Pxsa	sebe
ljUdi	Ncmpn	čovek
ne	Qz	ne
slAžu	Vmr3p	slagati
i	Cc	i
manjUju	Vmr3p	manjuti
se	Px--sa	sebe
tUj	Rgp	tu
kUća	Ncfpg	kuća
i	Cc	i
dOm	Ncmsn	dom
nEma	Vmr3s	imati
.	Z	.

jA	Pp1-sn	ja
sam	Var1s	biti
prenosIla	Vmp-sf	prenositi
njEga	Pp3msa	on
On	Pp3msn	on
prenEl	Pd-nsn	prenEl
mEne	Ncfpn	mena
.	Z	.

pa	Cc	pa
smo	Var1p	biti
stEkli	Vmp-pm	steći
pa	Cc	pa
smo	Var1p	biti
nEšto	Pi3n-n	nešto
stovrIli	Vmp-pm	stovriti
.	Z	.

i	Cc	i
za	Sa	za
u	Sa	u
mlAde	Agpfpay	mlad
gOdin	Ncfsa	godina
i	Cc	i
za	Sa	za
u	Sa	u
stAre	Agpfpay	star
.	Z	.

a	Cc	a
onI	Pp3mpn	oni
takO	Rgp	tako
edAn	Mlcmsn	jedan
na	Sa	na
gOr	Npmsan	gOr
edAn	Mlcmsn	jedan
na	Sa	na
dOl	Rgp	dole
da	Cs	da
i	Cc	i
pItam	Vmr1s	pitati
kAd	Cs	kad
ostarE	Vmr3p	ostariti
pOsle	Rgp	posle
gdE	Cs	gde
će	Var3s	hteti
.	Z	.

Ona	Pp3fsn	on
rAdi	Vmr3s	raditi
ra	Agpmsann	ra
.	Z	.

će	Var3s	hteti
da	Cs	da
Ima	Vmr3s	imati
rAdni	Agpmsny	radni
stAž	Ncmsn	staž
a	Cc	a
On	Pp3msn	on
nIšta	Pi3n-n	ništa
nIgde	Rgp	nigde
.	Z	.

a	Cc	a
takO	Rgp	tako
i	Cc	i
unUk	Ncmsn	unuk
.	Z	.

unUkata	Ncfsn-t	unuka
rAdi	Vmr3s	raditi
.	Z	.

po	Sl	po
.	Z	.

ovOj	Pd-nsn	ovaj
dOle	Rgp	dole
kakO	Cs	kako
bEše	Vce3s	biti
•	X	•
po	Sa	po
idEju	Ncfsa	ideja
.	Z	.

alI	Cc	ali
i	Cc	i
tOj	Pd-nsn	taj
ne	Qz	ne
sIgurno	Agpnsny	siguran
.	Z	.

danAs	Rgp	danas
rAdi	Vmr3s	raditi
ut	X	ut
.	Z	.

jUtre	Vcp-sm	jutrti
došAl	Vmp-sm	doći
drUgi	Mlompn	drugi
.	Z	.

nEmat	Npmsn	nEmat
sigurAcija	Vmr3s	siguracijati
kAo	Cs	kao
pre	Sg	pre
.	Z	.

pa	Cc	pa
gdE	Rgp	gde
bismo	Vaa1p	biti
.	Z	.

kO/	X	ko/
kOj	Pi3m-n	koji
bi	Vaa3s	biti
te	Pdpa	taj
te	Cc	te
lEkovi	Ncmpn	lek
na	Sa	na
pRvo	Mlonsa	prvi
mEsto	Ncnsa	mesto
dOjde	Vmr3s	doći
da	Cs	da
kUpimo	Vmr1p	kupiti
.	Z	.

pIjem	Vmr1s	piti
ot	Sg	od
prItisak	Ncmsan	pritisak
stAlno	Rgp	stalno
od	Sg	od
žIvci	Ncmpn	živac
od	Sg	od
•	X	•
((?))	X	((?))
da	Cs	da
nEmaš	Vmr2s	imati
.	Z	.

plAtiš	Vmr2s	platiti
strUju	Ncfsa	struja
.	Z	.

kUpiš	Vmr2s	kupiti
lEkovi	Ncmpn	lek
pa	Cc	pa
neštO	Pi3n-n	nešto
.	Z	.

po	Sl	po
i	Cc	i
.	Z	.

što	Cs	što
se	Pxsa	sebe
porAdi	Vmr3s	poraditi
na	Sa	na
tAm	Rgp	tamo
na	Sa	na
vAm	Rgp	ovamo
kRpiš	Vmr2s	krpiti
a	Cc	a
da	Cs	da
ne	Qz	ne
ni	Qo	ni
tOj	Pd-nsn	taj
.	Z	.

mUka	Ncfsn	muka
.	Z	.

mOre	Vmr3s	moći
išlI	Vmp-pm	ići
smo	Var1p	biti
kakvO	Pi-nsn	kakav
zapIla	Vmp-sf	zapiti
sam	Var1s	biti
od	Sg	od
trIes	Mlc	trideset
gOdina	Ncfpg	godina
ovAj	Pd-msn	ovaj
od	Sg	od
žIvci	Ncmpn	živac
.	Z	.

pIla	Vmp-sf	piti
sam	Var1s	biti
lIbrium	Npmsn	lIbrium
pa	Cc	pa
benedIn	Npmsn	benedIn
pa	Cc	pa
sAg	Rgp	sad
ovOj	Pd-nsn	ovaj
.	Z	.

bromazepAn	Npmsn	bromazepAn
.	Z	.

onO	Pd-nsn	onaj
.	Z	.

bilE	Vmp-pf	biti
nezgOde	Ncfpn	nezgoda
onO	Pd-nsn	onaj
ne	Qz	ne
bƏš	Qo	baš
.	Z	.

stAtak	Rgp	statak
žIvot	Ncmsan	život
bIl	Vmp-sm	biti
nIkome	Qr	nIkome
al	Cc	ali
se	Px--sa	sebe
trpElo	Vmp-sn	trpeti
.	Z	.

a	Cc	a
ovoj	Pd-nsn	ovaj
današAnj	Agpmsny	današanj
svEt	Ncmsn	svet
ne	Qz	ne
smEš	Vmr2s	smeti
mu	Pp3msd	on
kAžeš	Vmr2s	kazati
pOtam	Qr	pOtam
.	Z	.

ni	Cc	ni
n	Var1s	n
što	Cs	što
si	Var2s	biti
očuvAla	Vmp-sf	očuvati
ma	I	ma
ni	Cc	ni
onO	Pd-nsn	onaj
o	Sl	o
si	Px--sd	sebe
dovEla	Vmp-sf	dovesti
.	Z	.

dOde	Vma3s	doći
dOde	Vmr3p	doći
prEko	Sg	preko
ra	Ncmsg	ra
.	Z	.

prEko	Sg	preko
rAspu	Ncfsa	raspa
nesU	Ncmsl	nes
dodIli	Vmp-pm	doći
.	Z	.

rAnije	Rgc	rano
•	X	•
o	Sa	o
rAnije	Rgc	rano
sedEl	Vme3s	sedeti
bOlničar	Ncmsn	bolničar
tUj	Rgp	tu
.	Z	.

stAlno	Rgp	stalno
imAlo	Vmp-sn	imati
.	Z	.

bIl	Vcp-sm	biti
iz	Sg	iz
selO	Ncnsa	selo
jEdan	Mlcmsn	jedan
čovEk	Ncmsn	čovek
pa	Cc	pa
On	Pp3msn	on
Umre	Vmr3s	umreti
pa	Cc	pa
pOSe	Rgp	posle
sedEla	Vmp-sf	sedeti
Edna	Mlcfsn	jedan
bOlničarka	Ncfsn	bolničarka
dOd/	Npmsn	dOd/

dolazIla	Vmp-sf	dolaziti
.	Z	.

stAlno	Rgp	stalno
imAlo	Vmp-sn	imati
sAd	Rgp	sad
nEma	Vmr3s	imati
sƏd	Rgp	sad
s	Si	sa
dOjde	Vmr3s	doći
kAd	Cs	kad
je	Vcr3s	biti
dOktor	Ncmsn	doktor
.	Z	.

nedEljno	Rgp	nedeljno
•	X	•
i	Cc	i
sEstra	Ncfsn	sestra
.	Z	.

do/	X	do/

dolAzi	Vmr3s	dolaziti
Ali	Cc	ali
lEkovi	Ncmpn	lek
nEma	Vmr3s	imati
dOl	Rgp	dole
da	Cs	da
kupUješ	Vmr2s	kupovati
.	Z	.

nIje	Var3s	biti
nIje	Var3s	biti
bAš	Qo	baš
zgOdno	Agpnsny	zgodan
za	Sa	za
stAri	Agpmpn	star
.	Z	.

jednO/	Z	jednO/

jednO	Mlcnsn	jedan
vrEme	Ncnsn	vreme
su	Var3p	biti
davAli	Vmpm	davati
ot	Sg	od
prItisak	Ncmsan	pritisak
bilA	Vmp-sf	biti
onAj	Pd-msn	onaj
slAvica	Npfsn	Slavica
dOkotrka	Npfsn	dOkotrka
iz	Sg	iz
knjAževac	Npmsay	knjaževac
onA	Pp3fsn	on
ne	Qz	ne
znAm	Vmr1s	znati
šta	Pi3n-a	što
prIvatno	Agpnsny	privatan
.	Z	.

n	Qz	ne
n	Qz	ne
ne	Qz	ne
nesU	Vcr3p	biti
.	Z	.

nesU	Vcr3p	biti
se	Px--sa	sebe
svI	Vmr3s	svirati
ni	Qo	ni
tAg	Rgp	tako
plaćAli	Vmp-pm	plaćati
jednI	Agpmpny	jedan
se	Pxsa	sebe
plaćAli	Vmpm	plaćati
jednI	Agpmpny	jedan
nesU	Vmr3p	biti
.	Z	.

a	Cc	a
sAd	Rgp	sad
.	Z	.

i	Cc	i
sAd	Rgp	sad
•	X	•
i	Cc	i
sAd	Rgp	sad
Isto	Rgp	isto
.	Z	.

Ima	Vmr3s	imati
nEki	Pi-msn	neki
pOpus	Rgp	popus
ali	Cc	ali
ne	Qz	ne
ne	Qz	ne
svI	Pi-mpn	sav
.	Z	.

ovOj	Pd-nsn	ovaj
jA	Pp1-sn	ja
pIjem	Vmr1s	piti
monoprIl	Vmp-sm	monopriti
.	Z	.

pEtsto	Ncnsn	petsto
dinAra	Ncmsg	dinar
kutIja	Ncfsn	kutija
.	Z	.

kAd	Cs	kad
ga	Pp3msa	on
kUpim	Vmr1s	kupiti
ovAk	Rgp	ovako
bez	Sg	bez
recEpis	Ncmsan	recepis
a	Cc	a
onAk	Rgp	onako
mOra	Vmr3s	morati
•	X	•
((?))	X	((?))
.	Z	.

mOra	Vmr3s	morati
dvE	Mlcf	dva
kutIje	Ncfsg	kutija
sEdamsto	Npmsn	sEdamsto
.	Z	.

Ima	Vmr3s	imati
nEki	Pi-msn	neki
pOpus	Rgp	popus
nIje	Vcr3s	biti
mnOgo	Rgp	mnogo
.	Z	.

alI	Cc	ali
.	Z	.

Ima	Vmr3s	imati
nEki	Pipn	neki
lEk	Npmsn	Lek
dAvaju	Vmr3p	davati
al	Cc	ali
al	Cc	ali
ne	Qz	ne
pomAže	Vmr3s	pomagati
svAkome	Pisl	svaki
jAvorka	Npfsn	Javorka
onAm	Rgp	onamo
onA	Pp3fsn	on
išlA	Vmp-sf	ići
po	Sa	po
#sOj#	Ncfpa	#soja
sOcijalnu	Agpfsay	socijalan
.	Z	.

ženU	Ncfsa	žena
tO	Pd-nsn	taj
je	Vcr3s	biti
((XXX))	X	((xxx))
.	Z	.

pa	Cc	pa
jA	Pp1-sn	ja
ti	Pp2-sd	ti
tOj	Pd-nsn	taj
kažEm	Vmr1s	kazati
dAvaju	Vmr3p	davati
tIja	Pd-mpn	taj
lEkovi	Ncmpn	lek
bEsplatno	Rgp	besplatno
al	Cc	ali
mEne	Ncfpn	mena
nEće	Var3s	hteti
da	Cs	da
reAguju	Vmr3p	reagovati
da	Cs	da
pomAgu	Vmr3p	pomagati
•	X	•
i	Cc	i
.	Z	.

kupUjem	Vmr1s	kupovati
.	Z	.

pa	Cc	pa
onO	Pd-nsn	onaj
kakvA	Pi-msn	kakav
je	Vcr3s	biti
kutIja	Ncfsn	kutija
čAs	Ncmsn	čas
.	Z	.

za	Sa	za
ednU	Npfsa	Edna
nEdelju	Ncfsa	nedelja
.	Z	.

p	Cc	pa
jednO	Mlcnsn	jedan
Ujutru	Rgp	ujutru
jednO	Mlcnsn	jedan
Uveče	Rgp	uveče
onO	Pd-nsn	onaj
nestAne	Vmr3s	nestati
za	Sa	za
čAs	Ncmsan	čas
.	Z	.

Esi	Npfsn	Esi
znAla	Vmpf	znati
nEki	Pipn	neki
lEkovi	Ncmpn	lek
pOpre	Pi-msn	pOpre
nEštO	Pi3n-a	nešto
.	Z	.

znA/	Z	znA/

znAle	Vmp-pf	znati
smo	Var1p	biti
od	Sg	od
žutEnicu	Ncfsa	žutenica
.	Z	.

i	Cc	i
jA	Pp1-sn	ja
znAm	Vmr1s	znati
tUj	Pd-fsa	taj
trAvu	Ncfsa	trava
.	Z	.

tAj	Pd-fsn	taj
travA	Ncfsn	trava
.	Z	.

sItna	Agpfsny	sitan
.	Z	.

vEliko	Rgp	veliko
rastE	Vmr3s	rasti
a	Cc	a
kAo	Cs	kao
na	Sa	na
